timestamp,open,high,low,close,volume
2026-02-24T09:40:00+00:00,1819.3,1825.6,1819.19,1822.11,356.73128333
2026-02-24T09:45:00+00:00,1822.1,1822.61,1818.51,1821.87,188.40047589
2026-02-24T09:50:00+00:00,1822,1825.06,1821.93,1823.84,275.02826982
2026-02-24T09:55:00+00:00,1823.83,1826.88,1822,1826.88,444.06701084
2026-02-24T10:00:00+00:00,1826.88,1826.94,1823.44,1824.53,420.5220881
2026-02-24T10:05:00+00:00,1824.53,1825.51,1822.42,1825.16,250.98013133
2026-02-24T10:10:00+00:00,1824.96,1827.88,1823.94,1825.53,527.0191333
2026-02-24T10:15:00+00:00,1825.53,1827.48,1823.54,1826.98,373.79353044
2026-02-24T10:20:00+00:00,1826.99,1828.23,1826.25,1826.8,271.2201235
2026-02-24T10:25:00+00:00,1826.69,1827.79,1825.13,1826.09,346.51196184
2026-02-24T10:30:00+00:00,1826.09,1827.67,1823.05,1824.13,494.99998478
2026-02-24T10:35:00+00:00,1824.09,1826.64,1820.44,1821.86,763.3078436
2026-02-24T10:40:00+00:00,1821.29,1822.72,1820.25,1822.62,698.10485285
2026-02-24T10:45:00+00:00,1822.62,1823.68,1822.25,1822.9,148.25505277
2026-02-24T10:50:00+00:00,1822.9,1829.66,1822.9,1827.28,782.46115537
2026-02-24T10:55:00+00:00,1827.28,1827.49,1825.3,1825.62,243.78269271
2026-02-24T11:00:00+00:00,1825.62,1827.28,1824.75,1824.75,465.14605589
2026-02-24T11:05:00+00:00,1824.72,1824.72,1819.61,1819.86,293.74566793
2026-02-24T11:10:00+00:00,1819.92,1821.84,1819.28,1820.56,244.07136766
2026-02-24T11:15:00+00:00,1820.56,1821.87,1819.8,1821.6,403.61154203
2026-02-24T11:20:00+00:00,1821.53,1822.08,1818.92,1820,285.06244807
2026-02-24T11:25:00+00:00,1820,1822.7,1819.69,1821.22,260.5244024
2026-02-24T11:30:00+00:00,1821.39,1821.83,1816.48,1820.43,760.12358915
2026-02-24T11:35:00+00:00,1820.4,1823.84,1818.73,1823.45,280.87854241
2026-02-24T11:40:00+00:00,1823.35,1823.44,1821.4,1821.62,314.20444475
2026-02-24T11:45:00+00:00,1821.6,1824.29,1820.12,1823.77,476.10788007
2026-02-24T11:50:00+00:00,1823.94,1825.18,1822.72,1823.65,385.12429551
2026-02-24T11:55:00+00:00,1823.68,1826.71,1823.12,1826.32,236.55331369
2026-02-24T12:00:00+00:00,1826.32,1826.97,1821.96,1823.72,367.50961396
2026-02-24T12:05:00+00:00,1823.72,1826.32,1823.44,1825.68,172.02902871
2026-02-24T12:10:00+00:00,1825.68,1830.15,1825.1,1826.89,715.94296043
2026-02-24T12:15:00+00:00,1826.89,1827.78,1824.65,1825.05,257.2956454
2026-02-24T12:20:00+00:00,1825.05,1827.08,1824.3,1826.56,245.2508879
2026-02-24T12:25:00+00:00,1826.48,1829.08,1825.85,1827.85,392.877499
